PromedionaSueldos;target;No_Radicacion;FechaCreacion;Id_Tramite;Tramite;id_TipoLiquidacion;TipoLiquidacion;Id_Instancia;Instancia;TiemposPublicos;Id_TipoDoc;Documento;CodigoDane;Id_TipoDeSolicitante;TipoDeSolicitante;Id_Origen;Origen;Id_proceso_Entrada;proceso_Entrada;Id_Oficina;Oficina
8,1;CANDIDATOnaAUTOMATICO;2022_14674394;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;29;OFICINAnaSECCIONALnaBnaBARRANCABERMEJA
1,06;CANDIDATOnaAUTOMATICO;2022_14679467;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;17;OFICINAnaSECCIONALnaAnaCHAPINEROna(ANTIGUAnaCALLEna71)
1;CANDIDATOnaAUTOMATICO;2022_14681927;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
11,7;CANDIDATOnaAUTOMATICO;2022_14689453;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
2,4;CANDIDATOnaAUTOMATICO;2022_14689866;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;19;OFICINAnaSECCIONALnaAnaIBAGUE
13;CANDIDATOnaAUTOMATICO;2022_14692239;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;4;OFICINAnanaSECCIONALnaAnaMANIZALES
3,8;CANDIDATOnaAUTOMATICO;2022_14692466;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;14;OFICINAnaSECCIONALnaAnaCALInaSUR
11;CANDIDATOnaAUTOMATICO;2022_14699771;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;36;OFICINAnaSECCIONALnaBnaPALMIRA
10;CANDIDATOnaAUTOMATICO;2022_14701840;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;10;OFICINAnaSECCIONALnaAnaBOGOTAnaSUR
9,7;CANDIDATOnaAUTOMATICO;2022_14702212;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;11;OFICINAnaSECCIONALnaAnaBUCARAMANGA
9;CANDIDATOnaAUTOMATICO;2022_14705355;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;12;OFICINAnaSECCIONALnaAnaCALInaCENTRO
1;CANDIDATOnaAUTOMATICO;2022_14706615;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;15;OFICINAnaSECCIONALnaAnaCALLEna94
8;CANDIDATOnaAUTOMATICO;2022_14711143;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;18;Terceronaautorizado;1;DianaanaDia;1;Estandarización;9;OFICINAnaSECCIONALnaAnaBARRANQUILLAnaNORTE
3,6;CANDIDATOnaAUTOMATICO;2022_14712086;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;20;OFICINAnaSECCIONALnaAnaMEDELLÍNnaSUR
6;CANDIDATOnaAUTOMATICO;2022_14716208;44844;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
4,3;CANDIDATOnaAUTOMATICO;2022_14764190;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;24;OFICINAnaSECCIONALnaAnaPRADOna(ANTERIORnaCEDRITOS)
1;CANDIDATOnaAUTOMATICO;2022_14765827;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;14;OFICINAnaSECCIONALnaAnaCALInaSUR
7,9;CANDIDATOnaAUTOMATICO;2022_14766610;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;49;OFICINAnaSECCIONALnaBnaZIPAQUIRÁ
12,8;CANDIDATOnaAUTOMATICO;2022_14766826;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;26;OFICINAnaSECCIONALnaAnaTEUSAQUILLOna(ANTERIORnaCUNDINAMARCA)
13,8;CANDIDATOnaAUTOMATICO;2022_14769094;44845;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;11;OFICINAnaSECCIONALnaAnaBUCARAMANGA
2,1;CANDIDATOnaAUTOMATICO;2022_14770415;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;27;OFICINAnaSECCIONALnaAnaTUNJA
2,6;CANDIDATOnaAUTOMATICO;2022_14772403;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
13,5;CANDIDATOnaAUTOMATICO;2022_14775656_6;44993;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;66001;33;Empleador;1;DianaanaDia;2;Módulonadenaradicación;72;REGIONALnaEJEnaCAFETERO
11,3;CANDIDATOnaAUTOMATICO;2022_14779481_6;45006;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;54001;33;Empleador;1;DianaanaDia;2;Módulonadenaradicación;71;REGIONALnaCENTRO
5,1;CANDIDATOnaAUTOMATICO;2022_14780734;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;42;OFICINAnaSECCIONALnaBnaSANTAnaMARTA
1;CANDIDATOnaAUTOMATICO;2022_14781178_6;45012;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5234;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
6,3;CANDIDATOnaAUTOMATICO;2022_14786785;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;44;OFICINAnaSECCIONALnaBnaSOACHA
7,2;CANDIDATOnaAUTOMATICO;2022_14789045;44845;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;25;OFICINAnaSECCIONALnaAnaSALITRE
6,7;CANDIDATOnaAUTOMATICO;2022_14790420;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;18;Terceronaautorizado;1;DianaanaDia;1;Estandarización;42;OFICINAnaSECCIONALnaBnaSANTAnaMARTA
2,7;CANDIDATOnaAUTOMATICO;2022_14796803;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;27;OFICINAnaSECCIONALnaAnaTUNJA
5,3;CANDIDATOnaAUTOMATICO;2022_14797677;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;11;OFICINAnaSECCIONALnaAnaBUCARAMANGA
11,5;CANDIDATOnaAUTOMATICO;2022_14804166_6;44972;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;25754;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;10;OFICINAnaSECCIONALnaAnaBOGOTAnaSUR
9,7;CANDIDATOnaAUTOMATICO;2022_14809815;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;17;OFICINAnaSECCIONALnaAnaCHAPINEROna(ANTIGUAnaCALLEna71)
2,1;CANDIDATOnaAUTOMATICO;2022_14810564_6;44967;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;25473;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;25;OFICINAnaSECCIONALnaAnaSALITRE
6,1;CANDIDATOnaAUTOMATICO;2022_14820177;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;49;OFICINAnaSECCIONALnaBnaZIPAQUIRÁ
4,7;CANDIDATOnaAUTOMATICO;2022_14824804;44845;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
2,1;CANDIDATOnaAUTOMATICO;2022_14854455_6;44984;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;17;OFICINAnaSECCIONALnaAnaCHAPINEROna(ANTIGUAnaCALLEna71)
2;CANDIDATOnaAUTOMATICO;2022_14856421;44846;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
12,2;CANDIDATOnaAUTOMATICO;2022_14861544;44846;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
3,3;CANDIDATOnaAUTOMATICO;2022_14862551;44846;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
8,9;CANDIDATOnaAUTOMATICO;2022_14874422;44846;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;14;OFICINAnaSECCIONALnaAnaCALInaSUR
7,2;CANDIDATOnaAUTOMATICO;2022_14880900;44846;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;15;OFICINAnaSECCIONALnaAnaCALLEna94
3,5;CANDIDATOnaAUTOMATICO;2022_14886219;44846;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;25;OFICINAnaSECCIONALnaAnaSALITRE
15,5;CANDIDATOnaAUTOMATICO;2022_14888180_6;44971;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;12;OFICINAnaSECCIONALnaAnaCALInaCENTRO
3,6;CANDIDATOnaAUTOMATICO;2022_14889776;44846;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
2,7;CANDIDATOnaAUTOMATICO;2022_14896169;44846;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
2,9;CANDIDATOnaAUTOMATICO;2022_14935736;44847;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;25;OFICINAnaSECCIONALnaAnaSALITRE
3,9;CANDIDATOnaAUTOMATICO;2022_14937571;44847;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
1;CANDIDATOnaAUTOMATICO;2022_14940852;44847;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
15,1;CANDIDATOnaAUTOMATICO;2022_14946206;44847;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;10;OFICINAnaSECCIONALnaAnaBOGOTAnaSUR
5,8;CANDIDATOnaAUTOMATICO;2022_14947078;44847;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;10;OFICINAnaSECCIONALnaAnaBOGOTAnaSUR
2,2;CANDIDATOnaAUTOMATICO;2022_14948035;44847;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;35;OFICINAnaSECCIONALnaBnaMONTERÍA
1,01;CANDIDATOnaAUTOMATICO;2022_14953957_6;45000;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76130;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;65;PUNTOnaDEnaATENCIÓNnaLOSnaCALI
3,9;CANDIDATOnaAUTOMATICO;2022_14965589;44847;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;22;OFICINAnaSECCIONALnaAnaPASTO
10,9;CANDIDATOnaAUTOMATICO;2022_14967509;44847;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;8;OFICINAnaSECCIONALnaAnaBARRANQUILLAnaCENTRO
8,7;CANDIDATOnaAUTOMATICO;2022_14967784_10_6;44936;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
11,2;CANDIDATOnaAUTOMATICO;2022_14968999;44847;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;24;OFICINAnaSECCIONALnaAnaPRADOna(ANTERIORnaCEDRITOS)
1,01;CANDIDATOnaAUTOMATICO;2022_14977056;44847;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;41;OFICINAnaSECCIONALnaBnaSANnaANDRES
1,01;CANDIDATOnaAUTOMATICO;2022_14977504;44847;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;18;Terceronaautorizado;1;DianaanaDia;1;Estandarización;53;OFICINAnaSECCIONALnaCnaBUGA
13,4;CANDIDATOnaAUTOMATICO;2022_14981946_6;44971;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76111;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;53;OFICINAnaSECCIONALnaCnaBUGA
6,3;CANDIDATOnaAUTOMATICO;2022_14983282;44847;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;16;OFICINAnaSECCIONALnaAnaCARTAGENA
1;CANDIDATOnaAUTOMATICO;2022_15017312;44848;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
1;CANDIDATOnaAUTOMATICO;2022_15017876;44848;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
6,2;CANDIDATOnaAUTOMATICO;2022_15022649;44848;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;23;OFICINAnaSECCIONALnaAnaPEREIRA
9,1;CANDIDATOnaAUTOMATICO;2022_15026175;44848;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;26;OFICINAnaSECCIONALnaAnaTEUSAQUILLOna(ANTERIORnaCUNDINAMARCA)
6,9;CANDIDATOnaAUTOMATICO;2022_15044673_6;45000;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;66682;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;23;OFICINAnaSECCIONALnaAnaPEREIRA
14;CANDIDATOnaAUTOMATICO;2022_15045285;44848;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
1;CANDIDATOnaAUTOMATICO;2022_15050962;44848;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;8;OFICINAnaSECCIONALnaAnaBARRANQUILLAnaCENTRO
3,7;CANDIDATOnaAUTOMATICO;2022_15054907;44848;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
1;CANDIDATOnaAUTOMATICO;2022_15057140;44848;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;27;OFICINAnaSECCIONALnaAnaTUNJA
13,5;CANDIDATOnaAUTOMATICO;2022_15062418;44848;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;27;OFICINAnaSECCIONALnaAnaTUNJA
15,7;CANDIDATOnaAUTOMATICO;2022_15063076;44848;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;64;PUNTOnaDEnaATENCIONnaAnaENVIGADO
14,4;CANDIDATOnaAUTOMATICO;2022_15064376;44848;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;17;OFICINAnaSECCIONALnaAnaCHAPINEROna(ANTIGUAnaCALLEna71)
15,2;CANDIDATOnaAUTOMATICO;2022_15082471;44848;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
3,9;CANDIDATOnaAUTOMATICO;2022_15083234;44848;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;36;OFICINAnaSECCIONALnaBnaPALMIRA
7;CANDIDATOnaAUTOMATICO;2022_15083669;44848;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;5;OFICINAnanaSECCIONALnaBnaMEDELLINnaNORTE
9,3;CANDIDATOnaAUTOMATICO;2022_15122078;44852;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;83;SUPERCADEnaCARRERAna30
1;CANDIDATOnaAUTOMATICO;2022_15122399;44852;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;25;OFICINAnaSECCIONALnaAnaSALITRE
1,06;CANDIDATOnaAUTOMATICO;2022_15122990;44852;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;34;OFICINAnaSECCIONALnaBnaGIRARDOT
11,3;CANDIDATOnaAUTOMATICO;2022_15125150_6;44986;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5376;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;64;PUNTOnaDEnaATENCIONnaAnaENVIGADO
1;CANDIDATOnaAUTOMATICO;2022_15125595;44852;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
5,9;CANDIDATOnaAUTOMATICO;2022_15128422_6;44972;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;54001;6;Apoderado;1;DianaanaDia;2;Módulonadenaradicación;18;OFICINAnaSECCIONALnaAnaCUCUTA
1,06;CANDIDATOnaAUTOMATICO;2022_15133109;44852;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
14,4;CANDIDATOnaAUTOMATICO;2022_15138068;44852;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;64;PUNTOnaDEnaATENCIONnaAnaENVIGADO
3;CANDIDATOnaAUTOMATICO;2022_15138610;44852;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
1;CANDIDATOnaAUTOMATICO;2022_15156287;44852;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
6,4;CANDIDATOnaAUTOMATICO;2022_15158332;44852;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
2,8;CANDIDATOnaAUTOMATICO;2022_15159976;44852;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
9,5;CANDIDATOnaAUTOMATICO;2022_15162656;44852;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
9,8;CANDIDATOnaAUTOMATICO;2022_15165545;44852;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;27;OFICINAnaSECCIONALnaAnaTUNJA
1;CANDIDATOnaAUTOMATICO;2022_15166008;44852;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;26;OFICINAnaSECCIONALnaAnaTEUSAQUILLOna(ANTERIORnaCUNDINAMARCA)
